kode,uraian,uraian_ai
000,umum;umum,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> umum"
400.12.2.3,pindah datang penduduk antar negara;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pendaftaran penduduk -> pindah datang penduduk antar negara"
400.12.2.4,pendataan penduduk rentan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pendaftaran penduduk -> pendataan penduduk rentan"
400.12.2.5,monitoring evaluasi dan dokumentasi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pendaftaran penduduk -> monitoring evaluasi dan dokumentasi"
400.12.3,pencatatan sipil;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pencatatan sipil"
400.12.3.1,kelahiran dan kematian;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pencatatan sipil -> kelahiran dan kematian"
400.12.3.2,perkawinan dan perceraian;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pencatatan sipil -> perkawinan dan perceraian"
400.12.3.3,pengangkatan pengakuan dan pengesahan anak serta perubahan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pencatatan sipil -> pengangkatan pengakuan dan pengesahan anak serta perubahan"
400.12.3.4,pencatatan kewarganegaraan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pencatatan sipil -> pencatatan kewarganegaraan"
400.12.3.5,monitoring evaluasi dan dokumentasi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pencatatan sipil -> monitoring evaluasi dan dokumentasi"
400.12.4,pengelolaan informasi administrasi kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengelolaan informasi administrasi kependudukan"
400.12.4.1,sistem informasi administrasi  kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengelolaan informasi administrasi kependudukan -> sistem informasi administrasi  kependudukan"
400.12.4.2,kelembagaan informasi administrasi kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengelolaan informasi administrasi kependudukan -> kelembagaan informasi administrasi kependudukan"
400.12.4.3,pengelolaan data administrasi kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengelolaan informasi administrasi kependudukan -> pengelolaan data administrasi kependudukan"
400.12.4.4,penyajian dan layanan informasi administrasi kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengelolaan informasi administrasi kependudukan -> penyajian dan layanan informasi administrasi kependudukan"
400.12.4.5,monitoring evaluasi dan dokumentasi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengelolaan informasi administrasi kependudukan -> monitoring evaluasi dan dokumentasi"
400.12.5,pengembangan kebijakan kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengembangan kebijakan kependudukan"
400.12.5.1,kuantitas penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengembangan kebijakan kependudukan -> kuantitas penduduk"
400.12.5.2,kualitas penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengembangan kebijakan kependudukan -> kualitas penduduk"
400.12.5.3,mobilitas penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengembangan kebijakan kependudukan -> mobilitas penduduk"
400.12.5.4,perlindungan dan pemberdayaan penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengembangan kebijakan kependudukan -> perlindungan dan pemberdayaan penduduk"
400.12.5.5,pengembangan wawasan kependudukan monitoring dan evaluasi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> pengembangan kebijakan kependudukan -> pengembangan wawasan kependudukan monitoring dan evaluasi"
400.12.6,penyerasian kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> penyerasian kependudukan"
400.12.6.1,indikator kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> penyerasian kependudukan -> indikator kependudukan"
400.12.6.2,proyeksi penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> penyerasian kependudukan -> proyeksi penduduk"
400.12.6.3,perencanaan kependudukan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> penyerasian kependudukan -> perencanaan kependudukan"
400.12.6.4,penyerasian kebijakan kependudukan dengan lembaga non pemerintah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> penyerasian kependudukan -> penyerasian kebijakan kependudukan dengan lembaga non pemerintah"
400.12.6.5,pelaksanaan penyerasian kebijakan kependudukan dengan lembaga pemerintah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> kependudukan dan catatan sipil -> penyerasian kependudukan -> pelaksanaan penyerasian kebijakan kependudukan dengan lembaga pemerintah"
400.13,keluarga berencana;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana"
400.13.1,kebijakan di bidang keluarga berencana yang dilakukan oleh pemerintah daerah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kebijakan di bidang keluarga berencana yang dilakukan oleh pemerintah daerah"
400.13.2,analisis pengaduan kebijakan pengendalian penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis pengaduan kebijakan pengendalian penduduk"
400.13.2.1,pengumpulan dan pengolahan data;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis pengaduan kebijakan pengendalian penduduk -> pengumpulan dan pengolahan data"
400.13.2.2,evaluasi dan pelaporan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis pengaduan kebijakan pengendalian penduduk -> evaluasi dan pelaporan"
400.13.3,fasilitas pengaduan kebijakan pengendalian penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> fasilitas pengaduan kebijakan pengendalian penduduk"
400.13.3.1,penyiapan fasilitas;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> fasilitas pengaduan kebijakan pengendalian penduduk -> penyiapan fasilitas"
400.13.3.2,evaluasi dan pelaporan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> fasilitas pengaduan kebijakan pengendalian penduduk -> evaluasi dan pelaporan"
400.13.4,profil dan proyeksi penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> profil dan proyeksi penduduk"
400.13.4.1,data profil dan proyeksi penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> profil dan proyeksi penduduk -> data profil dan proyeksi penduduk"
400.13.4.2,evaluasi data profil dan proyeksi penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> profil dan proyeksi penduduk -> evaluasi data profil dan proyeksi penduduk"
400.13.5,penetapan parameter pengendalian penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> penetapan parameter pengendalian penduduk"
400.13.5.1,penetapan sasaran parameter;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> penetapan parameter pengendalian penduduk -> penetapan sasaran parameter"
400.13.5.2,evaluasi sasaran parameter;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> penetapan parameter pengendalian penduduk -> evaluasi sasaran parameter"
400.13.6,pemanfaatan perencanaan pengendalian penduduk;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pemanfaatan perencanaan pengendalian penduduk"
400.13.6.1,pemanfaatan profil dan proyeksi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pemanfaatan perencanaan pengendalian penduduk -> pemanfaatan profil dan proyeksi"
400.13.6.2,pemanfaatan parameter;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pemanfaatan perencanaan pengendalian penduduk -> pemanfaatan parameter"
400.13.7,pengembangan sistem;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pengembangan sistem"
400.13.7.1,pengembangan sistem jalur pendidikan formal;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pengembangan sistem -> pengembangan sistem jalur pendidikan formal"
400.13.7.2,pengembangan sistem jalur pendidikan nonformal dan informal;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pengembangan sistem -> pengembangan sistem jalur pendidikan nonformal dan informal"
400.13.8,pengembangan materi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pengembangan materi"
400.13.8.1,pengembangan materi jalur pendidikan formal;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pengembangan materi -> pengembangan materi jalur pendidikan formal"
400.13.8.2,pengembangan materi jalur pendidikan nonformal dan informal;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pengembangan materi -> pengembangan materi jalur pendidikan nonformal dan informal"
400.13.9,monitoring dan evaluasi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> monitoring dan evaluasi"
400.13.9.1,monitoring dan evaluasi jalur pendidikan formal;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> monitoring dan evaluasi -> monitoring dan evaluasi jalur pendidikan formal"
400.13.9.2,monitoring dan evaluasi jalur pendidikan nonformal dan informal;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> monitoring dan evaluasi -> monitoring dan evaluasi jalur pendidikan nonformal dan informal"
400.13.10,analisis sosial;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis sosial"
400.13.11,analisis ekonomi;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis ekonomi"
400.13.12,analisis dampak politik pertahanan dan keamanan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis dampak politik pertahanan dan keamanan"
400.13.13,analisis daya dukung dan daya tampung lingkungan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> analisis daya dukung dan daya tampung lingkungan"
400.13.14,bina keluarga berencana rumah sakit dan klinik pemerintah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> bina keluarga berencana rumah sakit dan klinik pemerintah"
400.13.15,jaminan pelayanan dan penyediaan sarana keluarga berencana;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> jaminan pelayanan dan penyediaan sarana keluarga berencana"
400.13.16,kualitas pelayanan keluarga berencana pemerintah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kualitas pelayanan keluarga berencana pemerintah"
400.13.16.1,standarisasi pelayanan keluarga berencana pemerintah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kualitas pelayanan keluarga berencana pemerintah -> standarisasi pelayanan keluarga berencana pemerintah"
400.13.16.2,monitoring dan evaluasi pelayanan keluarga berencana pemerintah;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kualitas pelayanan keluarga berencana pemerintah -> monitoring dan evaluasi pelayanan keluarga berencana pemerintah"
400.13.17,bina keluarga berencana rumah sakit dan klinik swasta;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> bina keluarga berencana rumah sakit dan klinik swasta"
400.13.18,jaminan dan ketersediaan sarana keluarga berencana swasta;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> jaminan dan ketersediaan sarana keluarga berencana swasta"
400.13.19,kualitas pelayanan keluarga berencana swasta;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kualitas pelayanan keluarga berencana swasta"
400.13.19.1,standarisasi pelayanan keluarga berencana swasta;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kualitas pelayanan keluarga berencana swasta -> standarisasi pelayanan keluarga berencana swasta"
400.13.20,akses dan kualitas pelayanan keluarga berencana jalur wilayah tertinggal terpencil dan perbatasan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> akses dan kualitas pelayanan keluarga berencana jalur wilayah tertinggal terpencil dan perbatasan"
400.13.20.1,peningkatan akses pelayanan keluarga berencana wilayah tertinggal terpencil dan perbatasan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> akses dan kualitas pelayanan keluarga berencana jalur wilayah tertinggal terpencil dan perbatasan -> peningkatan akses pelayanan keluarga berencana wilayah tertinggal terpencil dan perbatasan"
400.13.20.2,peningkatan kualitas pelayanan keluarga berencana wilayah tertinggal terpencil dan perbatasan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> akses dan kualitas pelayanan keluarga berencana jalur wilayah tertinggal terpencil dan perbatasan -> peningkatan kualitas pelayanan keluarga berencana wilayah tertinggal terpencil dan perbatasan"
400.13.21,akses dan kualitas pelayanan keluarga berencana wilayah miskin perkotaan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> akses dan kualitas pelayanan keluarga berencana wilayah miskin perkotaan"
400.13.21.1,peningkatan akses pelayanan keluarga berencana wilayah miskin perkotaan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> akses dan kualitas pelayanan keluarga berencana wilayah miskin perkotaan -> peningkatan akses pelayanan keluarga berencana wilayah miskin perkotaan"
400.13.21.2,peningkatan kualitas pelayanan keluarga berencana wilayah miskin perkotaan;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> akses dan kualitas pelayanan keluarga berencana wilayah miskin perkotaan -> peningkatan kualitas pelayanan keluarga berencana wilayah miskin perkotaan"
400.13.22,kesertaan keluarga berencana pria;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kesertaan keluarga berencana pria"
400.13.22.1,peningkatan akses keluarga berencana pria;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kesertaan keluarga berencana pria -> peningkatan akses keluarga berencana pria"
400.13.22.2,peningkatan partisipasi keluarga berencana pria;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kesertaan keluarga berencana pria -> peningkatan partisipasi keluarga berencana pria"
400.13.23,kelangsungan hidup ibu bayi dan anak;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> kelangsungan hidup ibu bayi dan anak"
400.13.24,pencegahan pms dan hiv aids;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pencegahan pms dan hiv aids"
400.13.25,pencegahan kanker alat reproduksi dan penanggulangan infertilitas;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pencegahan kanker alat reproduksi dan penanggulangan infertilitas"
400.13.26,pelembagaan bina keluarga balita dan anak;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pelembagaan bina keluarga balita dan anak"
400.13.26.1,pengembangan kelompok bina keluarga balita dan anak;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pelembagaan bina keluarga balita dan anak -> pengembangan kelompok bina keluarga balita dan anak"
400.13.26.2,pengembangan kemitraan bina keluarga dan anak;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> pelembagaan bina keluarga balita dan anak -> pengembangan kemitraan bina keluarga dan anak"
400.13.27,monitoring dan evaluasi bina keluarga balita dan anak;,"[kesra, bansos, pendidikan, kesehatan, agama] -> kesejahteraan rakyat -> keluarga berencana -> monitoring dan evaluasi bina keluarga balita dan anak"
